book_id,title,author,language,source_url,clean_path,quality_status,reject_reason
27,Far from the Madding Crowd,"Hardy, Thomas, 1840-1928",en,https://www.gutenberg.org/cache/epub/27/pg27.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/27.txt,accepted,
38,"The Jargon File, Version 2.9.10, 01 Jul 1992","Raymond, Eric S., 1957- [Editor]; Steele, Guy L., 1954- [Editor]",en,https://www.gutenberg.org/cache/epub/38/pg38.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/38.txt,accepted,
115,United States Census Figures Back to 1630,United States. Bureau of the Census,en,https://www.gutenberg.org/cache/epub/115/pg115.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/115.txt,accepted,
149,The Lost Continent,"Burroughs, Edgar Rice, 1875-1950",en,https://www.gutenberg.org/cache/epub/149/pg149.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/149.txt,accepted,
245,Life on the Mississippi,"Twain, Mark, 1835-1910",en,https://www.gutenberg.org/cache/epub/245/pg245.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/245.txt,accepted,
266,"Confessio Amantis; Or, Tales of the Seven Deadly Sins","Gower, John, 1325?-1408; Macaulay, G. C. (George Campbell), 1852-1915 [Editor]",en,https://www.gutenberg.org/cache/epub/266/pg266.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/266.txt,accepted,
398,The First Book of Adam and Eve,"Platt, Rutherford Hayes, 1894-1975",en,https://www.gutenberg.org/cache/epub/398/pg398.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/398.txt,accepted,
422,The Romany Rye,"Borrow, George, 1803-1881",en,https://www.gutenberg.org/cache/epub/422/pg422.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/422.txt,accepted,
461,The Quest of the Golden Girl: A Romance,"Le Gallienne, Richard, 1866-1947",en,https://www.gutenberg.org/cache/epub/461/pg461.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/461.txt,accepted,
507,Adam Bede,"Eliot, George, 1819-1880",en,https://www.gutenberg.org/cache/epub/507/pg507.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/507.txt,accepted,
548,"Project Trinity, 1945-1946","Maag, Carl R.; Rohrer, Steve",en,https://www.gutenberg.org/cache/epub/548/pg548.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/548.txt,accepted,
654,Grace Abounding to the Chief of Sinners,"Bunyan, John, 1628-1688; Copping, Harold, 1863-1932 [Illustrator]",en,https://www.gutenberg.org/cache/epub/654/pg654.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/654.txt,accepted,
677,"The Heroes; Or, Greek Fairy Tales for My Children","Kingsley, Charles, 1819-1875",en,https://www.gutenberg.org/cache/epub/677/pg677.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/677.txt,accepted,
806,Philoktetes,"Sophocles, 496? BCE-407 BCE; McNamee, Gregory, 1957- [Translator]",en,https://www.gutenberg.org/cache/epub/806/pg806.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/806.txt,accepted,
1033,Rose o' the River,"Wiggin, Kate Douglas Smith, 1856-1923",en,https://www.gutenberg.org/cache/epub/1033/pg1033.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1033.txt,accepted,
1341,The Altruist in Politics,"Cardozo, Benjamin N. (Benjamin Nathan), 1870-1938",en,https://www.gutenberg.org/cache/epub/1341/pg1341.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1341.txt,accepted,
1347,A New Philosophy,"Le Roy, Edouard, 1870-1954; Benson, Vincent [Translator]",en,https://www.gutenberg.org/cache/epub/1347/pg1347.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1347.txt,accepted,
1351,The Chignecto Isthmus and Its First Settlers,"Trueman, Howard, 1837-1908",en,https://www.gutenberg.org/cache/epub/1351/pg1351.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1351.txt,accepted,
1406,The Perils of Certain English Prisoners,"Dickens, Charles, 1812-1870",en,https://www.gutenberg.org/cache/epub/1406/pg1406.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1406.txt,accepted,
1449,The Valley of the Moon,"London, Jack, 1876-1916",en,https://www.gutenberg.org/cache/epub/1449/pg1449.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1449.txt,accepted,
1622,The Law and the Lady,"Collins, Wilkie, 1824-1889",en,https://www.gutenberg.org/cache/epub/1622/pg1622.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1622.txt,accepted,
1673,Lesser Hippias,"Plato, 428? BCE-348? BCE [Dubious author]; Jowett, Benjamin, 1817-1893 [Translator]",en,https://www.gutenberg.org/cache/epub/1673/pg1673.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1673.txt,accepted,
1698,The Survivors of the Chancellor,"Verne, Jules, 1828-1905",en,https://www.gutenberg.org/cache/epub/1698/pg1698.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1698.txt,accepted,
1713,"Lincoln; An Account of his Personal Life, Especially of its Springs of Action as Revealed and Deepened by the Ordeal of War","Stephenson, Nathaniel W. (Nathaniel Wright), 1867-1935",en,https://www.gutenberg.org/cache/epub/1713/pg1713.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1713.txt,accepted,
1816,Tattine,"Ogden, Ruth, 1853-1927",en,https://www.gutenberg.org/cache/epub/1816/pg1816.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1816.txt,accepted,
1844,The Scholemaster,"Ascham, Roger, 1515-1568",en,https://www.gutenberg.org/cache/epub/1844/pg1844.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1844.txt,accepted,
1853,The ninth vibration and other stories,"Beck, L. Adams (Lily Adams), 1862-1931",en,https://www.gutenberg.org/cache/epub/1853/pg1853.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1853.txt,accepted,
1885,Bunyan Characters (1st Series),"Whyte, Alexander, 1836-1921",en,https://www.gutenberg.org/cache/epub/1885/pg1885.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1885.txt,accepted,
1985,Men's Wives,"Thackeray, William Makepeace, 1811-1863",en,https://www.gutenberg.org/cache/epub/1985/pg1985.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/1985.txt,accepted,
2037,Novel Notes,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",en,https://www.gutenberg.org/cache/epub/2037/pg2037.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2037.txt,accepted,
2122,History of Friedrich II of Prussia — Appendix,"Carlyle, Thomas, 1795-1881",en,https://www.gutenberg.org/cache/epub/2122/pg2122.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2122.txt,accepted,
2150,The Works of Edgar Allan Poe — Volume 4,"Poe, Edgar Allan, 1809-1849",en,https://www.gutenberg.org/cache/epub/2150/pg2150.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2150.txt,accepted,
2175,You Never Can Tell,"Shaw, Bernard, 1856-1950",en,https://www.gutenberg.org/cache/epub/2175/pg2175.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2175.txt,accepted,
2225,"""Captains Courageous"": A Story of the Grand Banks","Kipling, Rudyard, 1865-1936; Taber, I. W. (Isaac Walton), 1857-1933 [Illustrator]",en,https://www.gutenberg.org/cache/epub/2225/pg2225.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2225.txt,accepted,
2516,Redgauntlet: A Tale of the Eighteenth Century,"Scott, Walter, 1771-1832",en,https://www.gutenberg.org/cache/epub/2516/pg2516.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2516.txt,accepted,
2668,"The Life and Adventures of Baron Trenck, Volume 1","Trenck, Friedrich, Freiherr von der, 1726-1794; Morley, Henry, 1822-1894 [Editor]; Holcroft, Thomas, 1745-1809 [Translator]",en,https://www.gutenberg.org/cache/epub/2668/pg2668.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2668.txt,accepted,
2699,"Pages from an Old Volume of Life; A Collection of Essays, 1857-1881","Holmes, Oliver Wendell, 1809-1894",en,https://www.gutenberg.org/cache/epub/2699/pg2699.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2699.txt,accepted,
2768,The Paris Sketch Book of Mr. M. A. Titmarsh,"Thackeray, William Makepeace, 1811-1863",en,https://www.gutenberg.org/cache/epub/2768/pg2768.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2768.txt,accepted,
2778,Jewel: A Chapter in Her Life,"Burnham, Clara Louise, 1854-1927",en,https://www.gutenberg.org/cache/epub/2778/pg2778.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2778.txt,accepted,
2804,"Rose in Bloom A Sequel to ""Eight Cousins""","Alcott, Louisa May, 1832-1888",en,https://www.gutenberg.org/cache/epub/2804/pg2804.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2804.txt,accepted,
2918,The First and the Last: A Drama in Three Scenes,"Galsworthy, John, 1867-1933",en,https://www.gutenberg.org/cache/epub/2918/pg2918.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/2918.txt,accepted,
3030,The tavern knight,"Sabatini, Rafael, 1875-1950",en,https://www.gutenberg.org/cache/epub/3030/pg3030.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3030.txt,accepted,
3078,Original Short Stories — Volume 02,"Maupassant, Guy de, 1850-1893; Henderson, A. E. [Translator]; McMaster, Albert Cohn [Translator]; Quesada, Louise Charlotte Garstin, 1864?- [Translator]",en,https://www.gutenberg.org/cache/epub/3078/pg3078.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3078.txt,accepted,
3097,The Wanderer's Necklace,"Haggard, H. Rider (Henry Rider), 1856-1925",en,https://www.gutenberg.org/cache/epub/3097/pg3097.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3097.txt,accepted,
3193,Mark Twain's Letters — Volume 1 (1853-1866),"Twain, Mark, 1835-1910; Paine, Albert Bigelow, 1861-1937 [Compiler]",en,https://www.gutenberg.org/cache/epub/3193/pg3193.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3193.txt,accepted,
3237,The Garotters,"Howells, William Dean, 1837-1920",en,https://www.gutenberg.org/cache/epub/3237/pg3237.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3237.txt,accepted,
3296,The Confessions of St. Augustine,"Augustine, of Hippo, Saint, 354-430; Pusey, E. B. (Edward Bouverie), 1800-1882 [Translator]",en,https://www.gutenberg.org/cache/epub/3296/pg3296.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3296.txt,accepted,
3528,"Beethoven, the Man and the Artist, as Revealed in His Own Words","Beethoven, Ludwig van, 1770-1827; Kerst, Friedrich, 1870-1961 [Editor]; Krehbiel, Henry Edward, 1854-1923 [Editor]",en,https://www.gutenberg.org/cache/epub/3528/pg3528.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3528.txt,accepted,
3533,Sunshine Sketches of a Little Town,"Leacock, Stephen, 1869-1944",en,https://www.gutenberg.org/cache/epub/3533/pg3533.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3533.txt,accepted,
3537,Frederick the Great and His Family: A Historical Novel,"Mühlbach, L. (Luise), 1814-1873; Coleman, Chapman, Mrs., 1813-1891 [Translator]",en,https://www.gutenberg.org/cache/epub/3537/pg3537.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3537.txt,accepted,
3557,Memoirs of Napoleon Bonaparte — Volume 07,"Bourrienne, Louis Antoine Fauvelet de, 1769-1834; Phipps, Ramsay Weston, 1838-1923 [Editor]",en,https://www.gutenberg.org/cache/epub/3557/pg3557.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3557.txt,accepted,
3571,Recollections of the Private Life of Napoleon — Volume 04,"Wairy, Louis Constant, 1778-1845; Clark, Walter, 1846-1924 [Translator]",en,https://www.gutenberg.org/cache/epub/3571/pg3571.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3571.txt,accepted,
3658,The Prospector: A Tale of the Crow's Nest Pass,"Connor, Ralph, 1860-1937",en,https://www.gutenberg.org/cache/epub/3658/pg3658.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3658.txt,accepted,
3798,Reminiscences of Captain Gronow,"Gronow, R. H. (Rees Howell), 1794-1865",en,https://www.gutenberg.org/cache/epub/3798/pg3798.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3798.txt,accepted,
3913,The Confessions of Jean Jacques Rousseau — Complete,"Rousseau, Jean-Jacques, 1712-1778",en,https://www.gutenberg.org/cache/epub/3913/pg3913.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3913.txt,accepted,
3975,The Ink-Stain (Tache d'encre) — Complete,"Bazin, René, 1853-1932",en,https://www.gutenberg.org/cache/epub/3975/pg3975.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3975.txt,accepted,
3994,Madame Chrysantheme — Volume 4,"Loti, Pierre, 1850-1923",en,https://www.gutenberg.org/cache/epub/3994/pg3994.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/3994.txt,accepted,
4045,Omoo: Adventures in the South Seas,"Melville, Herman, 1819-1891",en,https://www.gutenberg.org/cache/epub/4045/pg4045.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4045.txt,accepted,
4084,The Adventures of Peregrine Pickle,"Smollett, T. (Tobias), 1721-1771",en,https://www.gutenberg.org/cache/epub/4084/pg4084.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4084.txt,accepted,
4095,Plato and Platonism,"Pater, Walter, 1839-1894",en,https://www.gutenberg.org/cache/epub/4095/pg4095.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4095.txt,accepted,
4112,Christopher Columbus and the New World of His Discovery — Volume 5,"Young, Filson, 1876-1938",en,https://www.gutenberg.org/cache/epub/4112/pg4112.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4112.txt,accepted,
4226,Empress Josephine: An Historical Sketch of the Days of Napoleon,"Mühlbach, L. (Luise), 1814-1873",en,https://www.gutenberg.org/cache/epub/4226/pg4226.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4226.txt,accepted,
4248,The Problem of the Ohio Mounds,"Thomas, Cyrus, 1825-1910",en,https://www.gutenberg.org/cache/epub/4248/pg4248.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4248.txt,accepted,
4335,"The Grounds of an Opinion on the Policy of Restricting the Importation of Foreign Corn Intended as an appendix to ""Observations on the corn laws""","Malthus, T. R. (Thomas Robert), 1766-1834",en,https://www.gutenberg.org/cache/epub/4335/pg4335.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4335.txt,accepted,
4423,Rhoda Fleming — Volume 3,"Meredith, George, 1828-1909",en,https://www.gutenberg.org/cache/epub/4423/pg4423.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4423.txt,accepted,
4456,Beauchamp's Career — Volume 4,"Meredith, George, 1828-1909",en,https://www.gutenberg.org/cache/epub/4456/pg4456.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4456.txt,accepted,
4469,Diana of the Crossways — Volume 5,"Meredith, George, 1828-1909",en,https://www.gutenberg.org/cache/epub/4469/pg4469.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4469.txt,accepted,
4624,"Off-Hand Sketches, a Little Dashed with Humor","Arthur, T. S. (Timothy Shay), 1809-1885",en,https://www.gutenberg.org/cache/epub/4624/pg4624.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4624.txt,accepted,
4712,The Landloper: The Romance of a Man on Foot,"Day, Holman, 1865-1935",en,https://www.gutenberg.org/cache/epub/4712/pg4712.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4712.txt,accepted,
4755,California and the Californians,"Jordan, David Starr, 1851-1931",en,https://www.gutenberg.org/cache/epub/4755/pg4755.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4755.txt,accepted,
4797,The Complete Poetical Works of Percy Bysshe Shelley — Volume 1,"Shelley, Percy Bysshe, 1792-1822; Hutchinson, Thomas [Editor]",en,https://www.gutenberg.org/cache/epub/4797/pg4797.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4797.txt,accepted,
4803,The Rise of the Dutch Republic — Volume 03: 1555,"Motley, John Lothrop, 1814-1877",en,https://www.gutenberg.org/cache/epub/4803/pg4803.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4803.txt,accepted,
4815,"The Rise of the Dutch Republic — Volume 14: 1568, part I","Motley, John Lothrop, 1814-1877",en,https://www.gutenberg.org/cache/epub/4815/pg4815.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4815.txt,accepted,
4842,"History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1585e","Motley, John Lothrop, 1814-1877",en,https://www.gutenberg.org/cache/epub/4842/pg4842.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4842.txt,accepted,
4856,"History of the United Netherlands, 1588b","Motley, John Lothrop, 1814-1877",en,https://www.gutenberg.org/cache/epub/4856/pg4856.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4856.txt,accepted,
4865,"History of the United Netherlands, 1592-94","Motley, John Lothrop, 1814-1877",en,https://www.gutenberg.org/cache/epub/4865/pg4865.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4865.txt,accepted,
4892,"Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War — Complete (1609-15)","Motley, John Lothrop, 1814-1877",en,https://www.gutenberg.org/cache/epub/4892/pg4892.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4892.txt,accepted,
4957,"The Heart's Secret; Or, the Fortunes of a Soldier: a Story of Love and the Low Latitudes.","Ballou, Maturin M. (Maturin Murray), 1820-1895",en,https://www.gutenberg.org/cache/epub/4957/pg4957.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4957.txt,accepted,
4966,"Waverley; or, 'Tis sixty years since — Complete","Scott, Walter, 1771-1832",en,https://www.gutenberg.org/cache/epub/4966/pg4966.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4966.txt,accepted,
4994,"Five Thousand Miles Underground; Or, the Mystery of the Centre of the Earth","Rockwood, Roy",en,https://www.gutenberg.org/cache/epub/4994/pg4994.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/4994.txt,accepted,
5069,The Doctor's Dilemma: Preface on Doctors,"Shaw, Bernard, 1856-1950",en,https://www.gutenberg.org/cache/epub/5069/pg5069.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5069.txt,accepted,
5090,I will repay,"Orczy, Emmuska Orczy, Baroness, 1865-1947",en,https://www.gutenberg.org/cache/epub/5090/pg5090.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5090.txt,accepted,
5124,"Henrietta's Wish; Or, Domineering","Yonge, Charlotte M. (Charlotte Mary), 1823-1901",en,https://www.gutenberg.org/cache/epub/5124/pg5124.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5124.txt,accepted,
5273,Darwiniana; Essays and Reviews Pertaining to Darwinism,"Gray, Asa, 1810-1888",en,https://www.gutenberg.org/cache/epub/5273/pg5273.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5273.txt,accepted,
5282,"The Tales and Novels, v9: Belphegor and Others","La Fontaine, Jean de, 1621-1695",en,https://www.gutenberg.org/cache/epub/5282/pg5282.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5282.txt,accepted,
5426,Princess Polly's Playmates,"Brooks, Amy",en,https://www.gutenberg.org/cache/epub/5426/pg5426.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5426.txt,accepted,
5510,Arachne — Volume 03,"Ebers, Georg, 1837-1898; Safford, Mary J. (Mary Joanna), 1842-1916 [Translator]",en,https://www.gutenberg.org/cache/epub/5510/pg5510.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5510.txt,accepted,
5513,Arachne — Volume 06,"Ebers, Georg, 1837-1898; Safford, Mary J. (Mary Joanna), 1842-1916 [Translator]",en,https://www.gutenberg.org/cache/epub/5513/pg5513.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5513.txt,accepted,
5578,The Burgomaster's Wife — Volume 01,"Ebers, Georg, 1837-1898; Safford, Mary J. (Mary Joanna), 1842-1916 [Translator]",en,https://www.gutenberg.org/cache/epub/5578/pg5578.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5578.txt,accepted,
5599,The Story of My Life — Complete,"Ebers, Georg, 1837-1898; Safford, Mary J. (Mary Joanna), 1842-1916 [Translator]",en,https://www.gutenberg.org/cache/epub/5599/pg5599.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5599.txt,accepted,
5632,Five Little Peppers Midway,"Sidney, Margaret, 1844-1924",en,https://www.gutenberg.org/cache/epub/5632/pg5632.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5632.txt,accepted,
5726,The Fairy-Land of Science,"Buckley, Arabella B. (Arabella Burton), 1840-1929",en,https://www.gutenberg.org/cache/epub/5726/pg5726.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5726.txt,accepted,
5731,Patty in Paris,"Wells, Carolyn, 1862-1942",en,https://www.gutenberg.org/cache/epub/5731/pg5731.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5731.txt,accepted,
5864,"Personal Memoirs of U. S. Grant, Part 5.","Grant, Ulysses S. (Ulysses Simpson), 1822-1885",en,https://www.gutenberg.org/cache/epub/5864/pg5864.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5864.txt,accepted,
5929,"The History of Don Quixote, Volume 2, Part 26","Cervantes Saavedra, Miguel de, 1547-1616; Doré, Gustave, 1832-1883 [Illustrator]; Ormsby, John, 1829-1895 [Translator]",en,https://www.gutenberg.org/cache/epub/5929/pg5929.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5929.txt,accepted,
5986,Clara Hopgood,"White, William Hale, 1831-1913",en,https://www.gutenberg.org/cache/epub/5986/pg5986.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/5986.txt,accepted,
6072,The Boy Allies with Uncle Sam's Cruisers,"Hayes, Clair W. (Clair Wallace), 1887-",en,https://www.gutenberg.org/cache/epub/6072/pg6072.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6072.txt,accepted,
6339,The Boy Scouts on a Submarine,"Blaine, John",en,https://www.gutenberg.org/cache/epub/6339/pg6339.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6339.txt,accepted,
6436,Castle Nowhere,"Woolson, Constance Fenimore, 1840-1894",en,https://www.gutenberg.org/cache/epub/6436/pg6436.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6436.txt,accepted,
6466,The Intellectual Development of the Canadian People: An Historical Review,"Bourinot, John George, 1837-1902",en,https://www.gutenberg.org/cache/epub/6466/pg6466.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6466.txt,accepted,
6510,"The suppressed Gospels and Epistles of the original New Testament of Jesus the Christ, Volume 4, Nicodemus","Wake, William, 1657-1737",en,https://www.gutenberg.org/cache/epub/6510/pg6510.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6510.txt,accepted,
6519,Songs of Kabir,"Kabir, -1518; Underhill, Evelyn, 1875-1941 [Author of introduction, etc.]; Tagore, Rabindranath, 1861-1941 [Translator]",en,https://www.gutenberg.org/cache/epub/6519/pg6519.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6519.txt,accepted,
6568,Sociology and Modern Social Problems,"Ellwood, Charles A. (Charles Abram), 1873-1946",en,https://www.gutenberg.org/cache/epub/6568/pg6568.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6568.txt,accepted,
6609,Myths and Legends of Our Own Land — Volume 04 : Tales of Puritan Land,"Skinner, Charles M. (Charles Montgomery), 1852-1907",en,https://www.gutenberg.org/cache/epub/6609/pg6609.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6609.txt,accepted,
6795,The Poems of Schiller — Second period,"Schiller, Friedrich, 1759-1805",en,https://www.gutenberg.org/cache/epub/6795/pg6795.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6795.txt,accepted,
6809,The Doctor's Daughter,"Vera, 1865-",en,https://www.gutenberg.org/cache/epub/6809/pg6809.txt,/home/husam/Desktop/YTU-YL/veri sıkıştırma/data-comp-project/data/processed/books/6809.txt,accepted,
